Tarih;Sensor Adi;Koordinat X;Koordinat Y;Arac Sayim
1.01.2020;ciragan Cad.;29,016617;41,044845;86521
1.01.2020;Kco cekmekoy Kavsagi;29,19354;41,051371;9451
1.01.2020;Gunesli 2 Basin Ekspres yolu;28,811125;41,024099;53991
1.01.2020;Buyukdere 1.Levent;29,015483;41,073533;102531
1.01.2020;Cevizlibag;28,914282;41,018157;129090
1.01.2020;Golet;28,9374;41,2302;7906
1.01.2020;Gokturk Golet;28,867974;41,195935;39246
1.01.2020;Poyrazkoy;29,140881;41,19757;9606
1.01.2020;TEM cakmak Koprusu;29,120768;41,017684;169696
1.01.2020;Besiktas TEM Bagl. Yolu;29,014192;41,085921;44118
1.01.2020;TEM-D100 Esenyurt Baglanti;28,689368;41,039518;79988
1.01.2020;Kemerburgaz Yolu 3;28,933163;41,134974;55494
1.01.2020;TEM Sultanbeyli 1;29,284354;40,959521;6436
1.01.2020;D100 Avrasya Tunel cikisi;29,035721;41,003605;57753
1.01.2020;Basaksehir Giris;28,810309;41,066114;43280
1.01.2020;Yildirim Mah. Girisi;28,881736;41,066964;97482
1.01.2020;Taksim Altgecidi;28,983658;41,037559;34567
1.01.2020;TEM Celaliye 1;28,45456;41,054139;37161
1.01.2020;Havuzlu Kavsak;28,833719;40,967882;23819
1.01.2020;Darussafaka;29,023281;41,125137;74222
1.01.2020;isiklar Kavsagi;28,83;41,2135;12989
1.01.2020;Atisalani;28,8551;41,0551;142186
1.01.2020;D100 Sefakoy;28,807908;41,0007;118385
1.01.2020;TEM Aricilar;28,981994;41,10021;183278
1.01.2020;FSM Giseler;29,040798;41,091107;145641
1.01.2020;Levent 1;29,013623;41,077812;97506
1.01.2020;D100 Edirnekapi;28,932378;41,034829;181353
1.01.2020;Vatan Cad.;28,930855;41,023201;78871
1.01.2020;D100 Turk Bobrek Vakfi onu;28,877695;40,999537;154874
1.01.2020;TEM Milliyet 2 (Yasar Ticaret Karsisi);28,851034;41,064636;131475
1.01.2020;D100 Kucukyali;29,118563;40,952052;137893
1.01.2020;Kucukyali Sahil Yolu;29,101353;40,947741;33004
1.01.2020;D100 Mecidiyekoy B. Kopru Katilimi;29,005424;41,066793;144881
1.01.2020;Bogazkoy;28,8132;41,1777;18468
1.01.2020;umraniye Elmali;29,111094;41,066098;129100
1.01.2020;TEM Hasdal 2;28,965636;41,099614;127807
1.01.2020;Bagdat Cad.;29,070029;40,966026;54347
1.01.2020;TEM Tekstilkent;28,866209;41,071516;78409
1.01.2020;Kartal Sahil Yolu;29,167966;40,894727;36399
1.01.2020;Altunizade;29,046122;41,027428;138367
1.01.2020;D100 Hurriyet Tepesi;28,985723;41,067143;138009
1.01.2020;Kompost Kavsagi;28,8355;41,2114;4088
1.01.2020;D100 Halic Kopru cikisi;28,937181;41,038693;113871
1.01.2020;D100 Unalan;29,059493;41,003622;75978
1.01.2020;isiklar;28,824137;41,205299;18207
1.01.2020;Kozyatagi;29,09871;40,976147;113745
1.01.2020;TEM cakmak Koprusu;29,121079;41,023801;181755
1.01.2020;D100 Guzelyali;29,278414;40,861352;107156
1.01.2020;camlica Giseler;29,18089;40,990655;138988
1.01.2020;Kisirkaya;28,9595;41,2335;11509
1.01.2020;D100 Kozyatagi;29,10145;40,970334;142324
1.01.2020;TEM cakmak;29,121905;41,013578;167627
1.01.2020;D100 Pendik;29,237192;40,889443;114022
1.01.2020;Sepetciler Kasri Sahil Yolu;28,983058;41,016482;29901
1.01.2020;sile Yolu;29,131909;41,02933;80681
1.01.2020;TEM Kavacik;29,097796;41,078853;177591
1.01.2020;TEM Ayrimi;29,124476;40,995467;33286
1.01.2020;Kartal Terra;29,218091;40,901705;103488
1.01.2020;Kemerburgaz Yolu 5;28,89531;41,15865;25400
1.01.2020;Kartal Ugur Mumcu Baglanti Yolu;29,206618;40,92919;0
1.01.2020;TEM Selimpasa;28,392688;41,067645;38293
1.01.2020;Resadiye Kavsagi;29,275994;41,052189;6620
1.01.2020;TEM Samandira 2;29,235885;40,975491;117841
1.01.2020;D100 Kucukcekmece;28,767118;40,986035;66351
1.01.2020;D100 Altunizade;29,048967;41,021436;15553
1.01.2020;TEM Bahcesehir;28,694422;41,058781;79311
1.01.2020;TEM Altinsehir;28,72944;41,056435;131490
1.01.2020;D100 Zincirlikuyu;29,011693;41,066856;109612
1.01.2020;umraniye;29,120264;41,052005;167555
1.01.2020;isiklar;28,841341;41,225091;11745
1.01.2020;Altunizade umraniye Katilimi;29,049653;41,023324;15535
1.01.2020;Sabiha Gokcen Baglanti yolu;29,293889;40,873333;22796
1.01.2020;TEM Tekstilkent Ýstanbul Yonu;28,857442;41,06696;132207
1.01.2020; Alemdag;29,2282;41,0449;302
1.01.2020;Atakoy Sinan Erdem Spor Salonu;28,851969;40,988298;54225
1.01.2020;Mustafa Kemal Mahallesi;29,092995;41,009104;75824
1.01.2020;Kavacik Hisar Evleri;29,094684;41,082827;169370
1.01.2020;D100 Okmeydani;28,958552;41,055276;125555
1.01.2020;Kartal Gulsuyu;29,161042;40,922375;149983
1.01.2020;cekmekoy;29,154286;41,036889;98875
1.01.2020;D100 Kucukcekmece Golu 1;28,758393;40,982394;140695
1.01.2020;Libadiye;29,069997;41,019906;65237
1.01.2020;Uskumrukoy Kavsagi;29,0241;41,2263;8798
1.01.2020;Optimum AVM;29,084167;40,988017;84093
1.01.2020;D100 Ambarli  B.cekmece Yonu;NULL;NULL;0
1.01.2020;Molla Gurani Viyadugu;29,103874;41,072949;98061
1.01.2020;Atasehir Varyap;29,104441;41,00217;90307
1.01.2020;caglayan Kavsagi;28,976058;41,067733;134306
1.01.2020;Cendere Yolu Kultur Merkezi;28,971237;41,077874;22346
1.01.2020;Atisalani;28,873104;41,049943;144470
1.01.2020;TEM Kucukbakkalkoy Kavacik Yonu;29,114865;40,9942;114247
1.01.2020;D100 Kartal Kavsagi;29,21172;40,905516;104633
1.01.2020;TEM Atasehir serifali;29,132121;40,996916;153528
1.01.2020;TEM Kartal Kavsagi;29,207741;40,982243;117664
1.01.2020;TEM Sultanbeyli 2;29,259225;40,971843;93591
1.01.2020;TEM Esenyurt;28,654985;41,061196;48231
1.01.2020;Basaksehir 4. Etap 1. Kisim;28,8154;41,1092;19624
1.01.2020;Yedikule Sahil;28,9191;40,989;60532
1.01.2020;D100 cobancesme;28,820708;40,993412;113193
1.01.2020;TEM Sultanbeyli Hamidiye;29,296879;40,953459;84505
1.01.2020;Viyaduk 1;28,773645;41,245286;4969
1.01.2020;Asiyan Parki;29,053195;41,08062;22267
1.01.2020;D100-TEM Esenyurt Baglanti;28,681475;41,02322;80767
1.01.2020;Dunya Ticaret Merkezi;28,833155;40,983724;23745
1.01.2020;TEM Elmali;29,118256;41,058032;120381
1.01.2020;Atakoy;28,865933;40,976046;59473
1.01.2020;D100 Avcilar Haci serif;28,734461;40,978766;117605
1.01.2020;KCO Riva Tuneli Guney;29,2822;41,1426;9465
1.01.2020;Kirkmerdiven Goleti;28,8909;41,2358;10019
1.01.2020;Alemdag Kavsagi;29,27;41,0289;13997
1.01.2020;Otogar;28,884665;41,043609;47863
1.01.2020;Basin Ekspres Yolu D100 Katilimi;28,818204;40,993224;6911
1.01.2020;Mecidiyekoy;28,990867;41,067179;133012
1.01.2020;Yesilkoy Sahil Yolu;28,823417;40,963365;28819
1.01.2020;Odayeri Kavsagi;28,849;41,2333;4079
1.01.2020;D100 Kartal Oto Sanayi;29,194666;40,911278;99077
1.01.2020;D100 Ambarli;28,690915;40,999795;111800
1.01.2020;Piyalepasa;28,971494;41,056806;37242
1.01.2020;Dudullu Kavsagi;29,122996;40,997621;112256
1.01.2020;TEM Esenyurt;28,650996;41,06724;49061
1.01.2020;TEM Hasdal Kavsagi;28,957379;41,099368;132002
1.01.2020;Sanayi Mah. Buyukdere Cd.;29,00541;41,090627;78306
1.01.2020;TEM Buyukcekmece-2;28,583972;41,105243;40355
1.01.2020;caglayan SSK;28,970788;41,065462;161477
1.01.2020;B. Expres Ýs Bankasi Karsisi;28,811005;41,032058;120965
1.01.2020;TEM Celaliye 2;28,43498;41,051689;36613
1.01.2020;Bogazici Ýmar Mudurlugu;29,025112;41,13614;51657
1.01.2020;Soganlik Bagl. Yolu;29,21323;40,908326;57537
1.01.2020;umraniye Kucuksu;29,111478;41,029571;112421
1.01.2020;Anadolu Feneri;29,164621;41,197308;9482
1.01.2020;TEM Levent;29,021896;41,094442;128460
1.01.2020;Bayrampasa;28,908399;41,040315;150728
1.01.2020;Conrad Oteli;29,008125;41,047781;66321
1.01.2020;Rumeli feneri;29,083483;41,219906;9333
1.01.2020;Akom onu;28,961073;41,090599;90401
1.01.2020;cekmekoy Merkez;29,2475;41,0449;8737
1.01.2020;TEM Kucukbakkalkoy;29,106018;40,985743;114315
1.01.2020;Bayrampasa Hali onu;28,885556;41,050833;90951
1.01.2020;Unkapani Koprusu;28,962192;41,022713;86696
1.01.2020;Avcilar;28,721456;40,985862;113363
1.01.2020;Yenibosna;28,833543;40,992732;114152
1.01.2020;TEM Karanfilkoy;29,028617;41,092425;34295
1.01.2020;Gokturk Kavsagi;28,878916;41,176403;44525
1.01.2020;Terazidere Metro;28,898519;41,029425;49450
1.01.2020;Havuzlu Kavsak;28,831499;40,963781;40352
1.01.2020;Degirmendere;29,235945;41,179689;9873
1.01.2020;Alibeykoy TEM Katilimi;28,958296;41,072211;8465
1.01.2020;TEM Halkali;28,762591;41,062226;131824
1.01.2020;Pendik Bagl. Yolu;29,324861;40,924324;33230
1.01.2020;ciftalan;28,9184;41,2344;10811
1.01.2020;Goksu Evleri;29,088828;41,089108;26581
1.01.2020;TEM Orhanli;29,363427;40,90512;79123
1.01.2020;Avcilar cikis D100 Karayolu;28,751027;40,979811;132055
1.01.2020;Tepebasi;28,975025;41,03547;49004
1.01.2020;Piyalepasa;28,967316;41,04366;99781
1.01.2020;D100 Acibadem;29,044757;41,001772;68519
1.01.2020;umraniye Kavsagi;29,121094;41,028942;132932
1.01.2020;Samatya Sahil;28,932372;40,998139;62079
1.01.2020;D100 Florya;28,79277;40,989967;132144
1.01.2020;Cevizlibag TERRA;28,91933;41,021521;98160
1.01.2020;15 Temmuz sehitler Koprusu Anadolu;29,0439;41,035517;165227
1.01.2020;Tuzla sifa Mahallesi;29,3547;40,8226;70032
1.01.2020;Kumkapi Sahil;28,977573;41,002195;25155
1.01.2020;Kiziltoprak;29,04159;40,98109;128542
1.01.2020;D100 Sahil Florya Baglanti;28,799448;40,986205;28272
1.01.2020;TEM Buyukcekmece;28,611798;41,100459;24986
1.01.2020;TEM Mahmutbey Giseler;28,806867;41,06131;104315
1.01.2020;D100 Pendik Tersane 2;29,272318;40,86736;69597
1.01.2020;O-3 Bayrampasa;28,899457;41,042346;154680
1.01.2020;Mimar Sinan universitesi onu;28,98852;41,029917;37131
1.01.2020;Kemerdere Kavsagi;29,180752;41,020089;97931
1.01.2020;sukru Saracoglu Stadi;29,038589;40,989457;45599
1.01.2020;Nevzat Demir Tesisleri (BJK);29,139753;41,034206;120251
1.01.2020;Seyrantepe;29,001366;41,101451;128929
1.01.2020;Yavuz Sultan Selim Koprusu Anadolu;29,123974;41,197849;8635
1.01.2020;TEM FSM Kopru cikisi;29,071427;41,09152;116265
1.01.2020;Pasakoy kavsagi;29,274;41,0092;11802
1.01.2020;Nisantepe;29,2635;41,048;7428
1.01.2020;Yildiz;29,008883;41,053496;54921
1.01.2020;Kavacik;29,083395;41,091913;119611
1.01.2020;Kemerburgaz Yolu 1;28,952713;41,106845;45661
1.01.2020;D100-Altunizade;29,04522;41,031445;160770
1.01.2020;O-3 Atisalani;28,865168;41,053566;108810
1.01.2020;TEM Olimpiyat Stadi;28,75357;41,061165;128448
1.01.2020;D100 Zumrut Evler;29,142989;40,932237;149816
1.01.2020;Kartal Giseler cikisi;29,211463;40,976082;33171
1.01.2020;Basaksehir;28,8133;41,0832;28055
1.01.2020;Harbiye;28,987696;41,048494;84285
1.01.2020;FSM Avrupa Girisi;29,047444;41,090744;168556
1.01.2020;Odayeri;28,867201;41,231398;10380
1.01.2020;Demirci;29,0666;41,2273;9226
1.01.2020;Samatya 1;28,93926;41,002753;44099
1.01.2020;TEM Altinsehir;28,738213;41,061088;128566
1.01.2020;Sahil-D100 Florya Baglanti;28,804604;40,971132;31770
1.01.2020;camlik;29,132241;41,049296;12381
1.01.2020;Karakoy Meydan;28,974815;41,023006;45633
1.01.2020;TEM Gaziosmanpasa Toki Konutlari;28,905424;41,090657;148582
1.01.2020;D100 Goztepe;29,074916;40,99205;124911
1.01.2020;Havaalani Ýski onu;28,839197;40,976609;24042
1.01.2020;TEM Hasdal 1;28,97107;41,100005;129405
1.01.2020;Harp Akademisi;29,01175;41,104341;126442
1.01.2020;TEM Kartal;29,112199;40,592319;105353
1.01.2020;Piyalepasa;28,968121;41,049582;76816
1.01.2020;Zincirlikuyu;29,013387;41,067293;66580
1.01.2020;Kasimpasa Tunel;29,4578;41,4587;0
1.01.2020;TEM Halkali;28,777588;41,06244;130117
1.01.2020;B. Ekspres Yolu;28,812461;41,013245;124852
1.01.2020;Esenyurt Giseler;28,690154;41,046019;52014
1.01.2020;Basaksehir 4. Etap 2. Kisim;28,8136;41,0951;28614
1.01.2020;Yesilyurt;28,841087;40,969757;51516
1.01.2020;B. Ekspres Yolu;28,812804;41,008737;94213
1.01.2020;Kozyatagi Metro;29,094085;40,982495;124807
1.01.2020;D100 Uzuncayir;29,061379;40,997181;105522
1.01.2020;Halic Kopru Girisi-Halicioglu;28,94495;41,048174;131701
1.01.2020;Nurtepe;28,956674;41,070206;73718
1.01.2020;TEM Atasehir;29,119816;41,000785;102589
1.01.2020;Tozkoparan;;;149733
1.01.2020;Riva;29,210557;41,192491;3605
1.01.2020;Fatih Terim Stadyumu;28,8124;41,1232;20043
1.01.2020;Kadikoy Hasanpasa;29,050968;40,995493;73636
1.01.2020;Sirapinar;29,290172;41,099268;11147
1.01.2020;TEM Harp Akademileri;29,006446;41,100045;126830
1.01.2020;Bogazkoy;28,8133;41,1777;17601
1.01.2020;camlica TEM-D100 Bagl. Yolu;29,072406;41,005797;71861
1.01.2020;TEM cakmak;29,122002;41,007104;173975
1.01.2020;15 Temmuz sehitler Koprusu Yildiz Katilimi;29,018432;41,057702;135033
1.01.2020;TEM Samandira 1;29,217556;40,980266;122038
1.01.2020;D100 Tuyap;28,622162;41,024246;66128
1.01.2020;Kco Riva Tuneli Kuzey;29,272955;41,149008;10541
1.01.2020;TEM Ýstoc;28,821302;41,063408;172325
1.01.2020;D100 Metroport;28,861256;40,99481;124079
1.01.2020;Anitmezar;28,922306;41,02983;81476
1.01.2020;Ýstac Kati Atik Tesisi;28,856191;41,203025;43964
1.01.2020;D100 Basibuyuk;29,129551;40,943761;125728
1.01.2020;Kemerburgaz Yolu 2;28,946537;41,120835;71044
1.01.2020;D100 15 Temmuz sehitler Koprusu Avrupa Girisi;29,025055;41,053832;173690
1.01.2020;Memorial Hast.;28,977706;41,065031;35166
1.01.2020;D100 Topkapi Halic Yonu;28,923455;41,027148;104405
1.01.2020;Yesilvadi Konutlari;29,126178;41,027522;118379
1.01.2020;TEM-D100 Hadimkoy Baglanti;28,622577;41,074494;22776
1.01.2020;camlica Giseler;29,166806;40,99366;135018
1.01.2020;Beylikduzu;28,638692;41,016302;96233
1.01.2020;TEM Milliyet onu;28,844574;41,06124;114871
1.01.2020;Gunesli 1 Basin Ekspres yolu;28,810349;41,039453;118576
1.01.2020;D100 cobancesme;28,817474;40,993523;31732
1.01.2020;Ýkitelli Basin Ekspres yolu;28,810554;41,056482;114087
1.01.2020;Haramidere;28,66928;41,006358;84559
1.01.2020;D100 Gulsuyu;29,152522;40,92487;73677
1.01.2020;D100-TEM Hadimkoy Baglanti;28,624333;41,031483;30206
1.01.2020;Havaalani cikisi;28,818937;40,98809;44364
1.01.2020;Riva Kavsagi;29,1946;41,1906;8789
1.01.2020;Uskumrukoy;29,0422;41,2262;9498
1.01.2020;TEM Gaziosmanpasa;28,885291;41,088978;148000
1.01.2020;Maslak ÝTu onu;29,019121;41,108195;82828
1.01.2020;Buyukcekmece cikis;28,591204;41,024727;38905
1.01.2020;Unkapani Sahil;28,962319;41,021427;49042
1.01.2020;O-3 Milliyet onu;28,843996;41,059604;97818
1.01.2020;TEM Mahmutbey Dogu Kavsagi cikisi;28,84062;41,062218;109033
1.01.2020;Atakoy Konaklari Sahilyolu;28,847755;40,974371;71781
1.01.2020;Mimarsinan;28,554735;41,015986;64515
1.01.2020;D100 Sefakoy;28,796893;40,997974;114481
1.01.2020;Gumusdere;28,9831;41,2262;10488
1.01.2020;TEM Bayrampasa;28,871941;41,077665;103944
1.01.2020;Seyrantepe;29,001672;41,100868;108090
1.01.2020;uskudar Sahil Yolu;29,034033;41,039438;17286
1.01.2020;Odayeri;28,8505;41,2303;3144
1.01.2020;Fenertepe Kavsagi;28,805352;41,139152;16675
1.01.2020;D100 Acibadem Koprusu;29,056191;41,015509;141843
1.01.2020;ogumce;29,256;41,1642;3808
1.01.2020;TEM Esenyurt;28,670908;41,053857;49216
1.01.2020;Riva Tir Parki;29,214179;41,18757;3748
1.01.2020;Haramidere Baglanti Yolu;28,678336;41,012568;62889
1.01.2020;D100 Kozyatagi;29,096558;40,978886;134177
1.01.2020;TEM Firuzkoy;28,720065;41,054702;123439
1.01.2020;YSS Avrupa;29,0922;41,2123;3949
1.01.2020;Onuncu Yil Caddesi;28,92177;41,011618;30167
1.01.2020;Uskumrukoy Baglanti Yolu;29,0229;41,2292;2596
1.01.2020;Ýshakli;29,286221;41,130788;9541
1.01.2020;Ýstoc;28,8148;41,0679;25474
1.01.2020;Veliefendi;28,884733;40,985342;0
1.01.2020;cekmekoy;29,1604;41,051;13627
1.01.2020;TEM Sultanbeyli;29,272807;40,966185;105970
1.01.2020;Ýhsaniye Kavsagi;28,81787;41,233395;42521
1.01.2020;D100 Cennet Mah.;28,780198;40,985526;111590
1.01.2020;Dolmabahce;28,996337;41,03867;80341
1.01.2020;Havaalani (ciroz Spor Tesisleri);28,813677;40,964018;42435
1.01.2020;Bakirkoy;28,869113;40,996824;136104
1.01.2020;Avcilar Pelikan;28,714688;40,989787;141884
1.01.2020;D100 Tuzla Piyade;29,327159;40,83456;67807
1.01.2020;TEM umraniye;29,121018;41,033553;131190
1.01.2020;Yakacik Bagl. Yolu;29,212724;40,918948;47070
1.01.2020;Dragos Sahil;29,141675;40,904403;35745
1.01.2020;O-3 Esenler;28,882698;41,046021;118098
1.01.2020;Huseyinli Kavsagi;29,2876;41,1196;10230
1.01.2020;D100 sirinevler;28,853234;40,992102;103622
1.01.2020;TEM Ýstoc;28,830473;41,064168;19484
1.01.2020;Ýstanbul Havalimani cikis;28,737081;41,246301;4904
1.01.2020;Anadolu Feneri ust Gecit;29,1776;41,1964;9543
1.01.2020;Maslak Ataturk Oto Sanayi;29,024749;41,115626;69890
1.01.2020;Bakirkoy Sahil;28,876928;40,974686;68431
1.01.2020;Samatya Sahilyolu Liman;28,927553;40,991907;64254
1.01.2020;Havaalani Florya;28,802777;40,980153;30003
1.01.2020;Dolmabahce Sahil;28,994606;41,036379;33018
1.01.2020;D100 Selimpasa;28,383848;41,052097;25766
1.01.2020;Tasdelen;29,208758;41,043348;7874
1.01.2020;Gunesli B. Ekspres Yolu;28,80777;41,048592;95489
1.01.2020;D100 Maltepe;29,134042;40,940013;146783
1.01.2020;Pirincci;28,8101;41,1585;18426
1.01.2020;TEM Tepekent;28,506775;41,070053;38062
2.01.2020;TEM Hasdal 1;28,97107;41,100005;119810
2.01.2020;Mustafa Kemal Mahallesi;29,092995;41,009104;86757
2.01.2020;Molla Gurani Viyadugu;29,103874;41,072949;100948
2.01.2020;Avcilar cikis D100 Karayolu;28,751027;40,979811;122112
2.01.2020;Kartal Giseler cikisi;29,211463;40,976082;53334
2.01.2020;Fatih Terim Stadyumu;28,8124;41,1232;35062
2.01.2020;TEM Tekstilkent Ýstanbul Yonu;28,857442;41,06696;150495
2.01.2020;D100 Cennet Mah.;28,780198;40,985526;111668
2.01.2020;Mimarsinan;28,554735;41,015986;75506
2.01.2020;Piyalepasa;28,971494;41,056806;53262
2.01.2020;Tasdelen;29,208758;41,043348;21900
2.01.2020;D100 Kozyatagi;29,10145;40,970334;143521
2.01.2020;Cevizlibag;28,914282;41,018157;125600
2.01.2020;Uskumrukoy;29,0422;41,2262;25658
2.01.2020;O-3 Milliyet onu;28,843996;41,059604;102484
2.01.2020;D100 Ambarli;28,690915;40,999795;112131
2.01.2020;Huseyinli Kavsagi;29,2876;41,1196;26603
2.01.2020;isiklar Kavsagi;28,83;41,2135;23958
2.01.2020;umraniye Elmali;29,111094;41,066098;154290
2.01.2020;Kiziltoprak;29,04159;40,98109;109374
2.01.2020;Maslak Ataturk Oto Sanayi;29,024749;41,115626;65727
2.01.2020;Memorial Hast.;28,977706;41,065031;49858
2.01.2020;Besiktas TEM Bagl. Yolu;29,014192;41,085921;52078
2.01.2020;Kemerburgaz Yolu 1;28,952713;41,106845;51640
2.01.2020;Uskumrukoy Kavsagi;29,0241;41,2263;24274
2.01.2020;TEM Kartal;29,112199;40,592319;122041
2.01.2020;isiklar;28,824137;41,205299;33343
2.01.2020;Riva Kavsagi;29,1946;41,1906;24518
2.01.2020;Uskumrukoy Baglanti Yolu;29,0229;41,2292;4302
2.01.2020;D100 Kozyatagi;29,096558;40,978886;140690
2.01.2020;Kadikoy Hasanpasa;29,050968;40,995493;9790
2.01.2020;Altunizade;29,046122;41,027428;128193
2.01.2020;D100 Pendik;29,237192;40,889443;127099
2.01.2020;Conrad Oteli;29,008125;41,047781;62957
2.01.2020;ogumce;29,256;41,1642;4493
2.01.2020;D100 Acibadem Koprusu;29,056191;41,015509;131843
2.01.2020;Kemerdere Kavsagi;29,180752;41,020089;23196
2.01.2020;D100 Mecidiyekoy B. Kopru Katilimi;29,005424;41,066793;115694
2.01.2020;Zincirlikuyu;29,013387;41,067293;71730
2.01.2020;Basin Ekspres Yolu D100 Katilimi;28,818204;40,993224;22459
2.01.2020;Nevzat Demir Tesisleri (BJK);29,139753;41,034206;132603
2.01.2020;Ýstoc;28,8148;41,0679;49341
2.01.2020;TEM cakmak;29,121905;41,013578;204698
2.01.2020;D100 Sahil Florya Baglanti;28,799448;40,986205;38186
2.01.2020;TEM Atasehir;29,139895;40,996794;43697
2.01.2020;Avcilar;28,721456;40,985862;105846
2.01.2020;Tepebasi;28,975025;41,03547;54741
2.01.2020;Basaksehir 4. Etap 1. Kisim;28,8154;41,1092;34460
2.01.2020;Taksim Altgecidi;28,983658;41,037559;37618
2.01.2020;Kartal Terra;29,218091;40,901705;90079
2.01.2020;umraniye Kavsagi;29,121094;41,028942;151687
2.01.2020;Karakoy Meydan;28,974815;41,023006;45805
2.01.2020;TEM Tekstilkent;28,866209;41,071516;124478
2.01.2020;D100 Kartal Kavsagi;29,21172;40,905516;111354
2.01.2020;Anadolu Feneri ust Gecit;29,1776;41,1964;25534
2.01.2020;Bayrampasa Hali onu;28,885556;41,050833;121966
2.01.2020;TEM Orhanli;29,363427;40,90512;98965
2.01.2020;ciragan Cad.;29,016617;41,044845;121603
2.01.2020;Samatya 1;28,93926;41,002753;62081
2.01.2020;D100 Maltepe;29,134042;40,940013;144623
2.01.2020;Kemerburgaz Yolu 3;28,933163;41,134974;14100
2.01.2020;Dolmabahce Sahil;28,994606;41,036379;33027
2.01.2020;Vatan Cad.;28,930855;41,023201;73018
2.01.2020;D100 Zumrut Evler;29,142989;40,932237;150817
2.01.2020;Esenyurt Giseler;28,690154;41,046019;71579
2.01.2020;TEM Bayrampasa;28,871941;41,077665;117530
2.01.2020;Basaksehir Giris;28,810309;41,066114;55555
2.01.2020;Atisalani;28,873104;41,049943;156462
2.01.2020;Darussafaka;29,023281;41,125137;75360
2.01.2020;TEM Levent;29,021896;41,094442;135641
2.01.2020;umraniye;29,120264;41,052005;175986
2.01.2020;Mecidiyekoy;28,990867;41,067179;117693
2.01.2020;D100-Altunizade;29,04522;41,031445;159578
2.01.2020;Buyukcekmece cikis;28,591204;41,024727;46985
2.01.2020;TEM Sultanbeyli;29,272807;40,966185;124551
2.01.2020;Gunesli 1 Basin Ekspres yolu;28,810349;41,039453;149954
2.01.2020;D100 Hurriyet Tepesi;28,985723;41,067143;116154
2.01.2020;TEM-D100 Esenyurt Baglanti;28,689368;41,039518;105456
2.01.2020;Nurtepe;28,956674;41,070206;97377
2.01.2020;Atakoy;28,865933;40,976046;91489
2.01.2020;D100 Pendik Tersane 2;29,272318;40,86736;73979
2.01.2020;Yesilvadi Konutlari;29,126178;41,027522;125250
2.01.2020;Kumkapi Sahil;28,977573;41,002195;25909
2.01.2020;TEM Olimpiyat Stadi;28,75357;41,061165;161354
2.01.2020;O-3 Bayrampasa;28,899457;41,042346;187795
2.01.2020;Fenertepe Kavsagi;28,805352;41,139152;30300
2.01.2020;TEM cakmak;29,122002;41,007104;215946
2.01.2020;TEM Ýstoc;28,821302;41,063408;168569
2.01.2020;Golet;28,9374;41,2302;1580
2.01.2020;Nisantepe;29,2635;41,048;21084
2.01.2020;Soganlik Bagl. Yolu;29,21323;40,908326;84512
2.01.2020;TEM Celaliye 2;28,43498;41,051689;45165
2.01.2020;Atakoy Konaklari Sahilyolu;28,847755;40,974371;107518
2.01.2020;Kartal Ugur Mumcu Baglanti Yolu;29,206618;40,92919;41909
2.01.2020;TEM Gaziosmanpasa Toki Konutlari;28,905424;41,090657;167637
2.01.2020;D100 Guzelyali;29,278414;40,861352;117954
2.01.2020;TEM Bahcesehir;28,694422;41,058781;95167
2.01.2020;TEM Aricilar;28,981994;41,10021;192806
2.01.2020;Bagdat Cad.;29,070029;40,966026;56774
2.01.2020;Ýshakli;29,286221;41,130788;7788
2.01.2020;D100 Unalan;29,059493;41,003622;76769
2.01.2020;TEM Altinsehir;28,72944;41,056435;166144
2.01.2020;Anadolu Feneri;29,164621;41,197308;25536
2.01.2020;Yesilkoy Sahil Yolu;28,823417;40,963365;36722
2.01.2020;TEM Esenyurt;28,650996;41,06724;71840
2.01.2020;Havaalani cikisi;28,818937;40,98809;35704
2.01.2020;TEM Selimpasa;28,392688;41,067645;48078
2.01.2020;TEM Milliyet onu;28,844574;41,06124;118387
2.01.2020;Kavacik;29,083395;41,091913;138679
2.01.2020;Pendik Bagl. Yolu;29,324861;40,924324;40980
2.01.2020;Dunya Ticaret Merkezi;28,833155;40,983724;43272
2.01.2020;FSM Avrupa Girisi;29,047444;41,090744;197587
2.01.2020;Viyaduk 1;28,773645;41,245286;8823
2.01.2020;TEM Sultanbeyli Hamidiye;29,296879;40,953459;98114
2.01.2020;O-3 Esenler;28,882698;41,046021;130435
2.01.2020;Alemdag Kavsagi;29,27;41,0289;41763
2.01.2020;Buyukdere 1.Levent;29,015483;41,073533;98294
2.01.2020;Kco Riva Tuneli Kuzey;29,272955;41,149008;7866
2.01.2020;Levent 1;29,013623;41,077812;95492
2.01.2020;Kartal Fenerbahce Tesisleri;29,216866;40,947152;32311
2.01.2020;Ýkitelli Basin Ekspres yolu;28,810554;41,056482;126352
2.01.2020;D100 Okmeydani;28,958552;41,055276;111621
2.01.2020;D100 Acibadem;29,044757;41,001772;96094
2.01.2020;TEM Firuzkoy;28,720065;41,054702;152318
2.01.2020;Havaalani Florya;28,802777;40,980153;43539
2.01.2020;15 Temmuz sehitler Koprusu Yildiz Katilimi;29,018432;41,057702;125133
2.01.2020;Atakoy Sinan Erdem Spor Salonu;28,851969;40,988298;61468
2.01.2020;Tuzla sifa Mahallesi;29,3547;40,8226;78941
2.01.2020;Atisalani;28,8551;41,0551;167950
2.01.2020;Samatya Sahilyolu Liman;28,927553;40,991907;95660
